m. a. k. halliday;f. daneš;j. firbas;j. firbas;m. a. k. halliday;m. a. k. halliday;m. a. k. halliday;r. hasan;s. m. lamb;j. lyons;r. quirk;j. svartvik;j. vachek
m. a. k. halliday;d. abercrombie;d. abercrombie;d. b. fry;p. a. d. maccarthy;n. c. scott;j. l. m. trim;g. l. brook;m. a. k. halliday;m. a. k. halliday;m. a. k. halliday;c. i. j. m. stuart;m. a. k. halliday;m. a. k. halliday;a. henrici;r. d. huddleston;r. d. huddleston;r. d. huddleston;r. a. hudson;j. lyons
james milroy;c.-j. bailey;a. c. baugh;t. cable;ferrer e. blasco;f. w. boal;l. boone;r. brown;a. gilman;p. p. giglioli;t. bynon;j. k. chambers;p. j. trudgill;n. chomsky;n. chomsky;m. halle;b. comrie;w. downes;p. eckert;e. ekwall;s. gal;m. granovetter;r. j. gregg;r. j. gregg;j. j. gumperz;a. h. halsey;j. harris;l. heilmann;a. s. kroch;a. s. kroch;w. labov;w. labov;w. labov;a. silverstein;w. labov;w. labov;w. labov;w. p. lehmann;y. malkiel;w. labov;m. yaeger;r. steiner;d. a. lanegran;r. palm;r. lass;r. lass;w. p. lehmann;l. lomnitz;j. milroy;j. milroy;e. traugott;j. milroy;j. milroy;s. romaine;j. milroy;j. milroy;p. trudgill;j. milroy;n. f. blake;c. jones;j. milroy;j. harris;j. milroy;l. milroy;j. milroy;l. milroy;j. harris;b. gunn;a. pitts;l. policansky;l. milroy;d. patterson;a. pitts;e. m. rogers;f. f. shoemaker;s. romaine;j. h. staples;b. m. h. strang;g. tarde;elsie clews parsons;l. todd;r. c. trench;p. trudgill;p. trudgill;a. varvaro;t. vennemann;m. wakelin;r. a. williams;u. weinreich;w. labov;m. herzog;w. lehmann;y. malkiel
lesley milroy;c.-j. bailey;a. c. baugh;t. cable;ferrer e. blasco;f. w. boal;l. boone;r. brown;a. gilman;p. p. giglioli;t. bynon;j. k. chambers;p. j. trudgill;n. chomsky;n. chomsky;m. halle;b. comrie;w. downes;p. eckert;e. ekwall;s. gal;m. granovetter;r. j. gregg;r. j. gregg;j. j. gumperz;a. h. halsey;j. harris;l. heilmann;a. s. kroch;a. s. kroch;w. labov;w. labov;w. labov;a. silverstein;w. labov;w. labov;w. labov;w. p. lehmann;y. malkiel;w. labov;m. yaeger;r. steiner;d. a. lanegran;r. palm;r. lass;r. lass;w. p. lehmann;l. lomnitz;j. milroy;j. milroy;e. traugott;j. milroy;j. milroy;s. romaine;j. milroy;j. milroy;p. trudgill;j. milroy;n. f. blake;c. jones;j. milroy;j. harris;j. milroy;l. milroy;j. milroy;l. milroy;j. harris;b. gunn;a. pitts;l. policansky;l. milroy;d. patterson;a. pitts;e. m. rogers;f. f. shoemaker;s. romaine;j. h. staples;b. m. h. strang;g. tarde;elsie clews parsons;l. todd;r. c. trench;p. trudgill;p. trudgill;a. varvaro;t. vennemann;m. wakelin;r. a. williams;u. weinreich;w. labov;m. herzog;w. lehmann;y. malkiel
mira ariel;m. ariel;m. ariel;m. ariel;e. bates;w. kintsch;c. r. fletcher;v. giuliani;a. caramazza;e. grober;c. garvey;j. yates;n. chomsky;p. m. clancy;w. l. chafe;r. o. freedle;h. h. clark;c. r. marshall;h. h. clark;c. j. sengul;m. eid;m. enc;c. j. fillmore;g. frege;g. j. m. gazdar;c. k. oh;d. dinneen;g. j. m. gazdar;r. giora;t. givón;t. givón;j. h. greenberg;j. h. greenberg;c. ferguson;e. moravcsik;b. j. grosz;j. k. gundel;m. a. k. halliday;r. hasan;m. b. harris;j. a. hawkins;j. a. hawkins;j. hinds;j. hinds;a. k. joshi;b. l. webber;i. a. sag;r. m. kempson;w. kintsch;j. kreiman;a. e. ojeda;s. c. levinson;c. n. li;s. a. thompson;m. liberman;c. corum;t. c. smith-stark;a. weiser;c. linde;e. f. loftus;e. f. loftus;e. f. loftus;r. longacre;j. lyons;w. marslen-wilson;e. levy;l. komisarjevsky tyler;r. j. jarvella;w. klein;j. d. mccawley;c. k. oh;d. dinneen;e. f. prince;d. farkas;e. f. prince;p. cole;e. f. prince;t. reinhart;t. reinhart;t. reinhart;b. lust;b. russell;a. j. sanford;s. c. garrod;a. j. sanford;s. c. garrod;r. j. schiffman;j. drogo;n. v. smith;l. solan;d. sperber;d. wilson;n. v. smith;d. sperber;d. wilson;k. stenning;m. halle;j. bresnan;g. a. miller;p. f. strawson;p. f. strawson;g. yule;f. zabeeh;e. d. klemke;a. jacobson
e. judith weiner;e. bach;m. baltin;r. fasold;r. shuy;b. bernstein;l. bloom;r. brown;j. bresnan;m. halle;j. bresnan;g. miller;h. cedergren;w. chafe;w. chafe;n. chomsky;n. chomsky;c. feagin;j. fodor;t. bever;m. garrett;m. a. k. halliday;f. harwood;d. horgan;p. johnson-laird;j. katz;p. postal;w. klein;n. dittmar;w. labov;w. labov;w. labov;w. labov;w. labov;w. labov;a. bower;e. dayton;d. hindle;a. kroch;m. lennig;d. schiffrin;w. labov;p. cohen;c. robins;j. lewis;g. lakoff;r. lakoff;r. w. langacker;p. munro;b. lavandera;d. lawton;c. linde;s. mcconnell-ginet;s. poplack;w. labov;e. prince;d. sankoff;w. labov;r. shuy;w. wolfram;w. riley;c. silva-carvalan;p. tannenbaum;f. williams;p. trudgill;e. turner;r. rommetveit;j. van den broek;u. weinreich;c. e. osgood
william labov;e. bach;m. baltin;r. fasold;r. shuy;b. bernstein;l. bloom;r. brown;j. bresnan;m. halle;j. bresnan;g. miller;h. cedergren;w. chafe;w. chafe;n. chomsky;n. chomsky;c. feagin;j. fodor;t. bever;m. garrett;m. a. k. halliday;f. harwood;d. horgan;p. johnson-laird;j. katz;p. postal;w. klein;n. dittmar;w. labov;w. labov;w. labov;w. labov;w. labov;w. labov;a. bower;e. dayton;d. hindle;a. kroch;m. lennig;d. schiffrin;w. labov;p. cohen;c. robins;j. lewis;g. lakoff;r. lakoff;r. w. langacker;p. munro;b. lavandera;d. lawton;c. linde;s. mcconnell-ginet;s. poplack;w. labov;e. prince;d. sankoff;w. labov;r. shuy;w. wolfram;w. riley;c. silva-carvalan;p. tannenbaum;f. williams;p. trudgill;e. turner;r. rommetveit;j. van den broek;u. weinreich;c. e. osgood
e. c. fudge;w. s. allen;j. m. anderson;c. e. bazell;r. l. cheng;n. chomsky;n. chomsky;n. chomsky;m. halle;n. chomsky;m. halle;j. r. firth;j. r. firth;j. r. firth;j. r. firth;b. b. rogers;v. a. fromkin;e. c. fudge;e. c. fudge;e. c. fudge;w. grant;b. hála;m. halle;m. a. k. halliday;z. s. harris;z. s. harris;e. haugen;a. a. hill;t. hill;c. e. bazell;l. hjelmslev;c. f. hockett;c. f. hockett;r. jakobson;o. jespersen;m. joos;j. j. katz;j. a. fodor;j. j. katz;k. j. kohler;k. j. kohler;k. j. kohler;k. j. kohler;a. koutsoudas;j. kurylowicz;p. ladefoged;p. h. matthews;k. l. pike;k. l. pike;a. roceric-alexandrescu;a. rosetti;s. saporta;h. contreras;s. k. šaumjan;n. c. scott;n. c. scott;r. stanely;r. h. stetson;m. a. a. tatham;k. morton;k. togeby;g. l. trager;h. l. smith;n. s. trubetzkoy;w. f. twaddell
natalie waterson;u. bellugi;r. brown;r. brown;j. b. carroll;n. chomsky;n. chomsky;n. chomsky;m. cohen;j. a. fodor;j. j. katz;c. fraser;u. bellugi;r. brown;c. b. fry;a. c. gimson;a. grégoire;a. grégoire;t. t. s. ingram;r. jakobson;a. r. keiler;r. jakobson;m. halle;d. jones;j. j. katz;p. ladefoged;e. h. lenneberg;e. h. lenneberg;e. h. lenneberg;e. h. lenneberg;e. h. lenneberg;w. f. leopold;w. f. leopold;w. f. leopold;m. m. lewis;j. lyons;r. j. wales;d. mcneill;e. ohnesorg;r. c. oldfield;j. c. marshall;j. piaget;m. ;r. gabain;sol saporta;f. smith;g. a. miller;h. v. velten;n. waterson;r. h. weir
anne-marie di sciullo;y. aoun;d. sportiche;d. bouchard;n. chomsky;a. m. di sciullo;a. van amerongen;h. cedergren;p. pupier;a. m. di sciullo;c. ferguson;j. a. fishman;j. j. gumperz;e. haugen;t. sebeok;r. jackendoff;a. joshi;b. kachru;b. kachru;b. kachru;y. kachru;j. l. klavans;h. koopman;d. m. lance;e. hernandez-chavez;a. cohen;d. lightfoot;c. l. baker;j. mccarthy;r. s. mcgregor;c. pfaff;s. b. steever;c. a. walker;s. s. mufwene;c. pfaff;s. poplack;h. c. riemsdijk;d. sankoff;s. poplack;d. schaffer;d. schaffer;m. paradis;r. singh;t. a. stowell;l. a. timm;s. k. verma;e. wehrli;j. wentz;e. woolford
